participant_id,trial_number,group,task_type,input,response,true_output,rt,is_correct,submission_attempts,total_submissions,group_label,rt_seconds
sub_46c74caa2b1d,5,1,value-tight-chunk,III = XI - III,,['III=VI-III'],240121,False,"[{'answer': 'V=X-V', 'is_correct': False, 'timestamp': {'$numberLong': '1758905888277'}, 'time_from_start': 233238}]",1,Same Type (Group 1),240.121
sub_eb09173c30ac,1,2,value-loose-chunk,III = IX - IV,III=IX-VI,['III=IX-VI'],56716,True,"[{'answer': 'III=IX-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1758907414559'}, 'time_from_start': 53692}]",1,Different Types (Group 2),56.716
sub_eb09173c30ac,2,2,operator,XIII = VII - VI,,['XIII-VII=VI'],240129,False,"[{'answer': 'XIII=VIII+V', 'is_correct': False, 'timestamp': {'$numberLong': '1758907494242'}, 'time_from_start': 69294}, {'answer': 'XIII=VII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758907566122'}, 'time_from_start': 141174}, {'answer': 'XIII=VII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758907626992'}, 'time_from_start': 202044}]",3,Different Types (Group 2),240.129
sub_eb09173c30ac,3,2,tautological,IV = IV + IV,,['IV=IV=IV'],240125,False,"[{'answer': 'IV=VI-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758907856020'}, 'time_from_start': 146609}]",1,Different Types (Group 2),240.125
sub_eb09173c30ac,4,2,hybrid,VI = VI + I,VI=VII-I,['VI=VII-I'],87412,True,"[{'answer': 'VI=V+II', 'is_correct': False, 'timestamp': {'$numberLong': '1758908000320'}, 'time_from_start': 41735}, {'answer': 'VI=VII-I', 'is_correct': True, 'timestamp': {'$numberLong': '1758908042975'}, 'time_from_start': 84390}]",2,Different Types (Group 2),87.412
sub_eb09173c30ac,5,2,value-tight-chunk,III = XI - III,III=VI-III,['III=VI-III'],110961,True,"[{'answer': 'III=VI-III', 'is_correct': True, 'timestamp': {'$numberLong': '1758908157298'}, 'time_from_start': 107935}]",1,Different Types (Group 2),110.961
sub_0b391805540f,1,2,hybrid,IV = VII + IV,,['IV=VIII-IV'],240119,False,"[{'answer': 'XI=VII+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758907835309'}, 'time_from_start': 226112}]",1,Different Types (Group 2),240.119
sub_0b391805540f,2,2,operator,X = VII - III,X-VII=III,['X-VII=III'],106412,True,"[{'answer': 'X=VI+V', 'is_correct': False, 'timestamp': {'$numberLong': '1758907930224'}, 'time_from_start': 76201}, {'answer': 'X-VII=III', 'is_correct': True, 'timestamp': {'$numberLong': '1758907957414'}, 'time_from_start': 103391}]",2,Different Types (Group 2),106.412
sub_0b391805540f,3,2,tautological,III = III + III,III=VI-III,['III=III=III'],240123,False,"[{'answer': 'VI=III+III', 'is_correct': False, 'timestamp': {'$numberLong': '1758907988250'}, 'time_from_start': 26259}, {'answer': 'VI=III+III', 'is_correct': False, 'timestamp': {'$numberLong': '1758908013121'}, 'time_from_start': 51130}]",2,Different Types (Group 2),240.123
sub_0b391805540f,4,2,value-loose-chunk,VIII = II + IV,VIII=III+V,"['VIII=II+VI', 'VIII=III+V', 'VII=III+IV']",56621,True,"[{'answer': 'VIII=III+V', 'is_correct': True, 'timestamp': {'$numberLong': '1758908256923'}, 'time_from_start': 53608}]",1,Different Types (Group 2),56.621
sub_0b391805540f,5,2,value-tight-chunk,VII = IX + III,,"['XII=IX+III', 'VII=IV+III']",240123,False,[],0,Different Types (Group 2),240.123
sub_5816418a5209,1,2,value-tight-chunk,IV = XI - II,IV=VI-II,"['IX=XI-II', 'IV=VI-II']",47952,True,"[{'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1758909403827'}, 'time_from_start': 44916}]",1,Different Types (Group 2),47.952
sub_5816418a5209,2,2,hybrid,IX = XII + IV,,['IX=XIII-IV'],240127,False,[],0,Different Types (Group 2),240.127
sub_5816418a5209,3,2,value-loose-chunk,II = XI - VII,,"['III=X-VII', 'II=IX-VII', 'II=X-VIII']",240131,False,"[{'answer': 'IV=XI-VII', 'is_correct': False, 'timestamp': {'$numberLong': '1758909693565'}, 'time_from_start': 36391}, {'answer': 'IV=XI-VII', 'is_correct': False, 'timestamp': {'$numberLong': '1758909717842'}, 'time_from_start': 60668}, {'answer': 'IV=XI-VII', 'is_correct': False, 'timestamp': {'$numberLong': '1758909770752'}, 'time_from_start': 113578}]",3,Different Types (Group 2),240.131
sub_5816418a5209,4,2,operator,VI = IV - II,,['VI-IV=II'],240133,False,"[{'answer': 'VI=IV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1758909938312'}, 'time_from_start': 38453}, {'answer': 'II=IV-II', 'is_correct': False, 'timestamp': {'$numberLong': '1758909989453'}, 'time_from_start': 89594}, {'answer': 'II=IV-II', 'is_correct': False, 'timestamp': {'$numberLong': '1758910059900'}, 'time_from_start': 160041}, {'answer': 'VI=IV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1758910087727'}, 'time_from_start': 187868}]",4,Different Types (Group 2),240.133
sub_5816418a5209,5,2,tautological,XII = XII + XII,,['XII=XII=XII'],240138,False,"[{'answer': 'XII=XIX+III', 'is_correct': False, 'timestamp': {'$numberLong': '1758910330275'}, 'time_from_start': 187926}]",1,Different Types (Group 2),240.138
sub_79d834729395,1,2,operator,XIII = IX - IV,,['XIII-IX=IV'],240115,False,"[{'answer': 'XII=IX-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758910801014'}, 'time_from_start': 32397}, {'answer': 'V', 'is_correct': False, 'timestamp': {'$numberLong': '1758910872098'}, 'time_from_start': 103481}, {'answer': 'XIII=V', 'is_correct': False, 'timestamp': {'$numberLong': '1758910892329'}, 'time_from_start': 123712}, {'answer': 'XII=V', 'is_correct': False, 'timestamp': {'$numberLong': '1758910936583'}, 'time_from_start': 167966}, {'answer': 'XIII=IX-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758910964814'}, 'time_from_start': 196197}]",5,Different Types (Group 2),240.115
sub_79d834729395,2,2,tautological,IV = IV + IV,,['IV=IV=IV'],240125,False,"[{'answer': 'IV=IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758911097787'}, 'time_from_start': 84557}, {'answer': 'IV=VII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758911132807'}, 'time_from_start': 119577}, {'answer': 'IV=VII', 'is_correct': False, 'timestamp': {'$numberLong': '1758911156240'}, 'time_from_start': 143010}, {'answer': 'IV=VIII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758911235371'}, 'time_from_start': 222141}]",4,Different Types (Group 2),240.125
sub_79d834729395,3,2,value-tight-chunk,II = IX - II,,['II=IV-II'],240110,False,"[{'answer': 'II=II', 'is_correct': False, 'timestamp': {'$numberLong': '1758911336206'}, 'time_from_start': 79517}, {'answer': 'II=VII', 'is_correct': False, 'timestamp': {'$numberLong': '1758911361770'}, 'time_from_start': 105081}, {'answer': 'VII=IX-II', 'is_correct': False, 'timestamp': {'$numberLong': '1758911406103'}, 'time_from_start': 149414}, {'answer': 'VII=IX-II', 'is_correct': False, 'timestamp': {'$numberLong': '1758911429303'}, 'time_from_start': 172614}, {'answer': 'II=VI-II', 'is_correct': False, 'timestamp': {'$numberLong': '1758911469989'}, 'time_from_start': 213300}]",5,Different Types (Group 2),240.11
sub_79d834729395,4,2,value-loose-chunk,IV = IV - II,IV=VI-II,['IV=VI-II'],54334,True,"[{'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1758911558602'}, 'time_from_start': 51315}]",1,Different Types (Group 2),54.334
sub_79d834729395,5,2,hybrid,IV = VII + IV,,['IV=VIII-IV'],240111,False,"[{'answer': 'IV=VI-II', 'is_correct': False, 'timestamp': {'$numberLong': '1758911614301'}, 'time_from_start': 50164}, {'answer': 'IV=VI-II', 'is_correct': False, 'timestamp': {'$numberLong': '1758911632300'}, 'time_from_start': 68163}, {'answer': 'IV=VI-II', 'is_correct': False, 'timestamp': {'$numberLong': '1758911743683'}, 'time_from_start': 179546}, {'answer': 'IV=VI-II', 'is_correct': False, 'timestamp': {'$numberLong': '1758911801949'}, 'time_from_start': 237812}]",4,Different Types (Group 2),240.111
sub_05af81e6e698,1,2,value-tight-chunk,VII = IX + III,XII=IX+III,"['XII=IX+III', 'VII=IV+III']",61757,True,"[{'answer': 'XII=IX+III', 'is_correct': True, 'timestamp': {'$numberLong': '1758910588068'}, 'time_from_start': 58653}]",1,Different Types (Group 2),61.757
sub_05af81e6e698,2,2,operator,X = VII - III,X-VII=III,['X-VII=III'],236615,True,"[{'answer': 'X=VII+III', 'is_correct': False, 'timestamp': {'$numberLong': '1758910678429'}, 'time_from_start': 22422}, {'answer': 'X=VII+III', 'is_correct': False, 'timestamp': {'$numberLong': '1758910712058'}, 'time_from_start': 56051}, {'answer': 'IV=VII-III', 'is_correct': False, 'timestamp': {'$numberLong': '1758910790200'}, 'time_from_start': 134193}, {'answer': 'X-VII=III', 'is_correct': True, 'timestamp': {'$numberLong': '1758910889526'}, 'time_from_start': 233519}]",4,Different Types (Group 2),236.615
sub_05af81e6e698,3,2,hybrid,VI = VI + I,,['VI=VII-I'],242623,False,"[{'answer': 'VII=VI+I', 'is_correct': False, 'timestamp': {'$numberLong': '1758910952698'}, 'time_from_start': 54129}, {'answer': 'V=VI-I', 'is_correct': False, 'timestamp': {'$numberLong': '1758910977692'}, 'time_from_start': 79123}, {'answer': 'IX=VII+II', 'is_correct': False, 'timestamp': {'$numberLong': '1758911039731'}, 'time_from_start': 141162}, {'answer': 'VII=VI+I', 'is_correct': False, 'timestamp': {'$numberLong': '1758911078254'}, 'time_from_start': 179685}, {'answer': 'V=VI-I', 'is_correct': False, 'timestamp': {'$numberLong': '1758911129361'}, 'time_from_start': 230792}]",5,Different Types (Group 2),242.623
sub_05af81e6e698,4,2,tautological,IV = IV + IV,,['IV=IV=IV'],243010,False,"[{'answer': 'VIII=IV+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758911228817'}, 'time_from_start': 84720}, {'answer': 'IV+IV=VII', 'is_correct': False, 'timestamp': {'$numberLong': '1758911257586'}, 'time_from_start': 113489}, {'answer': 'IV-VI=II', 'is_correct': False, 'timestamp': {'$numberLong': '1758911331526'}, 'time_from_start': 187429}]",3,Different Types (Group 2),243.01
sub_05af81e6e698,5,2,value-loose-chunk,II = XI - VII,,"['III=X-VII', 'II=IX-VII', 'II=X-VIII']",242450,False,"[{'answer': 'IV=XI-VII', 'is_correct': False, 'timestamp': {'$numberLong': '1758911428311'}, 'time_from_start': 38577}, {'answer': 'II=V-VII', 'is_correct': False, 'timestamp': {'$numberLong': '1758911479624'}, 'time_from_start': 89890}, {'answer': 'II+XI=XIII', 'is_correct': False, 'timestamp': {'$numberLong': '1758911582000'}, 'time_from_start': 192266}, {'answer': 'IV=XI-VII', 'is_correct': False, 'timestamp': {'$numberLong': '1758911623833'}, 'time_from_start': 234099}]",4,Different Types (Group 2),242.45
sub_dedb795332fb,1,2,tautological,VIII = VIII + VIII,VII=,['VIII=VIII=VIII'],240143,False,"[{'answer': 'VII=VII+VIII', 'is_correct': False, 'timestamp': {'$numberLong': '1758910366940'}, 'time_from_start': 79707}, {'answer': 'VII=VII', 'is_correct': False, 'timestamp': {'$numberLong': '1758910424731'}, 'time_from_start': 137498}, {'answer': 'VIII=VII+I', 'is_correct': False, 'timestamp': {'$numberLong': '1758910452661'}, 'time_from_start': 165428}, {'answer': 'VII=VIII-', 'is_correct': False, 'timestamp': {'$numberLong': '1758910488699'}, 'time_from_start': 201466}, {'answer': 'VIII=VIII+VIII', 'is_correct': False, 'timestamp': {'$numberLong': '1758910516441'}, 'time_from_start': 229208}]",5,Different Types (Group 2),240.143
sub_dedb795332fb,2,2,hybrid,VII = XII + VI,,['VII=XIII-VI'],240138,False,"[{'answer': 'VII=XII-VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758910569727'}, 'time_from_start': 39388}, {'answer': 'VII=XII-V', 'is_correct': False, 'timestamp': {'$numberLong': '1758910593652'}, 'time_from_start': 63313}, {'answer': 'VI=XII-VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758910615111'}, 'time_from_start': 84772}, {'answer': 'XII=XII-I', 'is_correct': False, 'timestamp': {'$numberLong': '1758910660227'}, 'time_from_start': 129888}, {'answer': 'XII=XII-I', 'is_correct': False, 'timestamp': {'$numberLong': '1758910712643'}, 'time_from_start': 182304}, {'answer': 'VII=VII+I', 'is_correct': False, 'timestamp': {'$numberLong': '1758910746386'}, 'time_from_start': 216047}, {'answer': 'VII=XII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758910757105'}, 'time_from_start': 226766}, {'answer': 'VII=XII+I', 'is_correct': False, 'timestamp': {'$numberLong': '1758910763573'}, 'time_from_start': 233234}, {'answer': 'X-=V+-+', 'is_correct': False, 'timestamp': {'$numberLong': '1758910768941'}, 'time_from_start': 238602}]",9,Different Types (Group 2),240.138
sub_dedb795332fb,3,2,operator,XIII = VII - VI,III,['XIII-VII=VI'],240196,False,"[{'answer': 'XIII=VII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758910797602'}, 'time_from_start': 25786}, {'answer': 'XIII=VII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758910850678'}, 'time_from_start': 78862}, {'answer': 'VII+VI=XIII', 'is_correct': False, 'timestamp': {'$numberLong': '1758910872976'}, 'time_from_start': 101160}, {'answer': 'XII=VII-VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758910982431'}, 'time_from_start': 210615}]",4,Different Types (Group 2),240.196
sub_dedb795332fb,4,2,value-tight-chunk,VII = IX + III,XII=IX+III,"['XII=IX+III', 'VII=IV+III']",157974,True,"[{'answer': 'VI=IX-III', 'is_correct': False, 'timestamp': {'$numberLong': '1758911044587'}, 'time_from_start': 31387}, {'answer': 'VIII=IX-I', 'is_correct': False, 'timestamp': {'$numberLong': '1758911083643'}, 'time_from_start': 70443}, {'answer': 'VII=IX-III', 'is_correct': False, 'timestamp': {'$numberLong': '1758911122524'}, 'time_from_start': 109324}, {'answer': 'VI=IX-III', 'is_correct': False, 'timestamp': {'$numberLong': '1758911128695'}, 'time_from_start': 115495}, {'answer': 'XII=IX+III', 'is_correct': True, 'timestamp': {'$numberLong': '1758911168127'}, 'time_from_start': 154927}]",5,Different Types (Group 2),157.974
sub_dedb795332fb,5,2,value-loose-chunk,IV = IV - II,IV=VI-II,['IV=VI-II'],29159,True,"[{'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1758911199245'}, 'time_from_start': 26133}]",1,Different Types (Group 2),29.159
sub_acc97ca3a1b4,1,2,value-tight-chunk,III = XI - III,III=VI-III,['III=VI-III'],155335,True,"[{'answer': 'III=X-IIII', 'is_correct': False, 'timestamp': {'$numberLong': '1758910943526'}, 'time_from_start': 82592}, {'answer': 'III=IX-III', 'is_correct': False, 'timestamp': {'$numberLong': '1758910983247'}, 'time_from_start': 122313}, {'answer': 'III=VI-III', 'is_correct': True, 'timestamp': {'$numberLong': '1758911013238'}, 'time_from_start': 152304}]",3,Different Types (Group 2),155.335
sub_acc97ca3a1b4,2,2,hybrid,VII = XII + VI,,['VII=XIII-VI'],245509,False,[],0,Different Types (Group 2),245.509
sub_acc97ca3a1b4,3,2,value-loose-chunk,VIII = II + IV,VIII=II+VI,"['VIII=II+VI', 'VIII=III+V', 'VII=III+IV']",63650,True,"[{'answer': 'VIII=II+VI', 'is_correct': True, 'timestamp': {'$numberLong': '1758911352996'}, 'time_from_start': 60561}]",1,Different Types (Group 2),63.65
sub_acc97ca3a1b4,4,2,tautological,IV = IV + IV,,['IV=IV=IV'],243544,False,[],0,Different Types (Group 2),243.544
sub_acc97ca3a1b4,5,2,operator,XIII = VII - VI,,['XIII-VII=VI'],244478,False,"[{'answer': 'XIII=VII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758911640996'}, 'time_from_start': 31828}, {'answer': 'XIII=VII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758911699971'}, 'time_from_start': 90803}, {'answer': 'XIII=VII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1758911805596'}, 'time_from_start': 196428}]",3,Different Types (Group 2),244.478
sub_cdce09da305b,1,2,hybrid,VI = VI + I,VI=VII-I,['VI=VII-I'],52623,True,"[{'answer': 'VI=VII-I', 'is_correct': True, 'timestamp': {'$numberLong': '1758911593618'}, 'time_from_start': 49603}]",1,Different Types (Group 2),52.623
sub_cdce09da305b,2,2,value-tight-chunk,IV = XI - II,IV=VI-II,"['IX=XI-II', 'IV=VI-II']",154897,True,"[{'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1758911752002'}, 'time_from_start': 151881}]",1,Different Types (Group 2),154.897
sub_cdce09da305b,3,2,value-loose-chunk,III = IX - IV,III=IX-VI,['III=IX-VI'],44597,True,"[{'answer': 'III=IX-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1758911800966'}, 'time_from_start': 41581}]",1,Different Types (Group 2),44.597
sub_cdce09da305b,4,2,operator,VI = IV - II,VI-IV=II,['VI-IV=II'],63756,True,"[{'answer': 'VI-IV=II', 'is_correct': True, 'timestamp': {'$numberLong': '1758911867367'}, 'time_from_start': 60737}]",1,Different Types (Group 2),63.756
sub_cdce09da305b,5,2,tautological,IV = IV + IV,,['IV=IV=IV'],240125,False,[],0,Different Types (Group 2),240.125
sub_fdb029ec5a9d,1,2,value-loose-chunk,IX = VII + IV,XI=VII+IV,['XI=VII+IV'],114709,True,"[{'answer': 'XI=VII+IV', 'is_correct': True, 'timestamp': {'$numberLong': '1758913081010'}, 'time_from_start': 111685}]",1,Different Types (Group 2),114.709
sub_fdb029ec5a9d,2,2,operator,VI = IV - II,VI-IV=II,['VI-IV=II'],68680,True,"[{'answer': 'VI=IV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1758913121721'}, 'time_from_start': 30376}, {'answer': 'VI=IV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1758913139434'}, 'time_from_start': 48089}, {'answer': 'VI-IV=II', 'is_correct': True, 'timestamp': {'$numberLong': '1758913157012'}, 'time_from_start': 65667}]",3,Different Types (Group 2),68.68
sub_fdb029ec5a9d,3,2,hybrid,IV = VII + IV,IV=VIII-IV,['IV=VIII-IV'],227386,True,"[{'answer': 'XI=VII+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758913352721'}, 'time_from_start': 191130}, {'answer': 'IV=VIII-IV', 'is_correct': True, 'timestamp': {'$numberLong': '1758913385945'}, 'time_from_start': 224354}]",2,Different Types (Group 2),227.386
sub_fdb029ec5a9d,4,2,tautological,VIII = VIII + VIII,VIII=VIII=VIII,['VIII=VIII=VIII'],76355,True,"[{'answer': 'XVI=VIII+VIII', 'is_correct': False, 'timestamp': {'$numberLong': '1758913443706'}, 'time_from_start': 50480}, {'answer': 'VIII=VIII=VIII', 'is_correct': True, 'timestamp': {'$numberLong': '1758913466555'}, 'time_from_start': 73329}]",2,Different Types (Group 2),76.355
sub_fdb029ec5a9d,5,2,value-tight-chunk,VII = IX + III,XII=IX+III,"['XII=IX+III', 'VII=IV+III']",68084,True,"[{'answer': 'VI=IX-III', 'is_correct': False, 'timestamp': {'$numberLong': '1758913509283'}, 'time_from_start': 37620}, {'answer': 'XII=IX+III', 'is_correct': True, 'timestamp': {'$numberLong': '1758913536722'}, 'time_from_start': 65059}]",2,Different Types (Group 2),68.084
sub_61d7e217ebbc,1,2,tautological,IV = IV + IV,IV=IV=IV,['IV=IV=IV'],89462,True,"[{'answer': 'IV=IV=IV', 'is_correct': True, 'timestamp': {'$numberLong': '1758914115529'}, 'time_from_start': 86375}]",1,Different Types (Group 2),89.462
sub_61d7e217ebbc,2,2,hybrid,VI = VI + I,,['VI=VII-I'],240152,False,[],0,Different Types (Group 2),240.152
sub_61d7e217ebbc,3,2,value-loose-chunk,IX = VII + IV,XI=VII+IV,['XI=VII+IV'],34943,True,"[{'answer': 'XI=VII+IV', 'is_correct': True, 'timestamp': {'$numberLong': '1758914400955'}, 'time_from_start': 31883}]",1,Different Types (Group 2),34.943
sub_61d7e217ebbc,4,2,value-tight-chunk,VII = IX + III,VII=IV+III,"['XII=IX+III', 'VII=IV+III']",146987,True,"[{'answer': 'VII=IV+III', 'is_correct': True, 'timestamp': {'$numberLong': '1758914550178'}, 'time_from_start': 143923}]",1,Different Types (Group 2),146.987
sub_61d7e217ebbc,5,2,operator,VI = IV - II,VI-IV=II,['VI-IV=II'],61666,True,"[{'answer': 'VI-IV=II', 'is_correct': True, 'timestamp': {'$numberLong': '1758914613693'}, 'time_from_start': 58595}]",1,Different Types (Group 2),61.666
sub_43f76795edbe,1,2,value-loose-chunk,II = XI - VII,II=IX-VII,"['III=X-VII', 'II=IX-VII', 'II=X-VIII']",72339,True,"[{'answer': 'II=IX-VII', 'is_correct': True, 'timestamp': {'$numberLong': '1758914285657'}, 'time_from_start': 69329}]",1,Different Types (Group 2),72.339
sub_43f76795edbe,2,2,operator,XIII = IX - IV,XIII-IX=IV,['XIII-IX=IV'],198551,True,"[{'answer': 'XIII=IX+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758914344494'}, 'time_from_start': 50681}, {'answer': 'XIII=IX+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758914432246'}, 'time_from_start': 138433}, {'answer': 'XIII-IX=IV', 'is_correct': True, 'timestamp': {'$numberLong': '1758914489337'}, 'time_from_start': 195524}]",3,Different Types (Group 2),198.551
sub_43f76795edbe,3,2,hybrid,VI = VI + I,VI=VII-I,['VI=VII-I'],58917,True,"[{'answer': 'VI=VII-I', 'is_correct': True, 'timestamp': {'$numberLong': '1758914550333'}, 'time_from_start': 55901}]",1,Different Types (Group 2),58.917
sub_43f76795edbe,4,2,tautological,IX = IX + IX,IX=IX=IX,['IX=IX=IX'],187737,True,"[{'answer': 'IX=IX=IX', 'is_correct': True, 'timestamp': {'$numberLong': '1758914739184'}, 'time_from_start': 184703}]",1,Different Types (Group 2),187.737
sub_43f76795edbe,5,2,value-tight-chunk,XI = IV + II,,"['VI=IV+II', 'XI=IX+II']",240121,False,[],0,Different Types (Group 2),240.121
sub_a9b8cf258182,1,2,value-tight-chunk,III = XI - III,III=,['III=VI-III'],240121,False,[],0,Different Types (Group 2),240.121
sub_a9b8cf258182,2,2,value-loose-chunk,III = IX - IV,III=IX-VI,['III=IX-VI'],64608,True,"[{'answer': 'III=IX-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1758915447547'}, 'time_from_start': 61570}]",1,Different Types (Group 2),64.608
sub_a9b8cf258182,3,2,tautological,III = III + III,,['III=III=III'],240133,False,"[{'answer': 'III+I=III+I', 'is_correct': False, 'timestamp': {'$numberLong': '1758915589686'}, 'time_from_start': 127277}]",1,Different Types (Group 2),240.133
sub_a9b8cf258182,4,2,hybrid,IX = XII + IV,XIII=X+IV,['IX=XIII-IV'],240145,False,[],0,Different Types (Group 2),240.145
sub_a9b8cf258182,5,2,operator,VI = IV - II,I=IV-,['VI-IV=II'],240127,False,"[{'answer': 'VI=VII-I', 'is_correct': False, 'timestamp': {'$numberLong': '1758916056778'}, 'time_from_start': 103698}]",1,Different Types (Group 2),240.127
sub_01b7819ee556,1,2,value-loose-chunk,III = IX - IV,III=IX-VI,['III=IX-VI'],119560,True,"[{'answer': 'III=IX-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1758915798047'}, 'time_from_start': 116529}]",1,Different Types (Group 2),119.56
sub_01b7819ee556,2,2,operator,VI = IV - II,VI=VI,['VI-IV=II'],240145,False,"[{'answer': 'VI=VII-I', 'is_correct': False, 'timestamp': {'$numberLong': '1758916003185'}, 'time_from_start': 153776}]",1,Different Types (Group 2),240.145
sub_01b7819ee556,3,2,tautological,IV = IV + IV,IV=IV,['IV=IV=IV'],240137,False,"[{'answer': 'IV-IV+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758916316622'}, 'time_from_start': 197853}]",1,Different Types (Group 2),240.137
sub_01b7819ee556,4,2,value-tight-chunk,IV = XI - II,,"['IX=XI-II', 'IV=VI-II']",240127,False,[],0,Different Types (Group 2),240.127
sub_01b7819ee556,5,2,hybrid,IX = XII + IV,,['IX=XIII-IV'],240126,False,"[{'answer': 'IX=XII+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1758916735691'}, 'time_from_start': 102829}, {'answer': 'IX=XI+IIV', 'is_correct': False, 'timestamp': {'$numberLong': '1758916872766'}, 'time_from_start': 239904}]",2,Different Types (Group 2),240.126
sub_9b26cf0dfff5,1,2,value-loose-chunk,III = IX - IV,III=IX-VI,['III=IX-VI'],98476,True,"[{'answer': 'III=IX-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1758916162303'}, 'time_from_start': 95459}]",1,Different Types (Group 2),98.476
sub_9b26cf0dfff5,2,2,hybrid,III = XI + IX,,['III=XII-IX'],240149,False,"[{'answer': 'II=XI-IX', 'is_correct': False, 'timestamp': {'$numberLong': '1758916405505'}, 'time_from_start': 233617}]",1,Different Types (Group 2),240.149
sub_9b26cf0dfff5,3,2,tautological,III = III + III,III=,['III=III=III'],240142,False,[],0,Different Types (Group 2),240.142
sub_9b26cf0dfff5,4,2,operator,X = VII - III,X-VII=III,['X-VII=III'],152958,True,"[{'answer': 'X=VII+III', 'is_correct': False, 'timestamp': {'$numberLong': '1758916692703'}, 'time_from_start': 33099}, {'answer': 'X-VII=III', 'is_correct': True, 'timestamp': {'$numberLong': '1758916809529'}, 'time_from_start': 149925}]",2,Different Types (Group 2),152.958
sub_9b26cf0dfff5,5,2,value-tight-chunk,II = IX - II,,['II=IV-II'],240126,False,"[{'answer': 'II-IX=II', 'is_correct': False, 'timestamp': {'$numberLong': '1758917031169'}, 'time_from_start': 215905}]",1,Different Types (Group 2),240.126
sub_0fde8a24c9b1,1,2,tautological,VIII = VIII + VIII,VIII=,['VIII=VIII=VIII'],240132,False,[],0,Different Types (Group 2),240.132
sub_0fde8a24c9b1,2,2,value-tight-chunk,III = XI - III,III=,['III=VI-III'],240125,False,[],0,Different Types (Group 2),240.125
sub_0fde8a24c9b1,3,2,operator,XIII = VII - VI,III=,['XIII-VII=VI'],240113,False,[],0,Different Types (Group 2),240.113
sub_0fde8a24c9b1,4,2,value-loose-chunk,VIII = II + IV,VIII=II+VI,"['VIII=II+VI', 'VIII=III+V', 'VII=III+IV']",125858,True,"[{'answer': 'VIII=II+VI', 'is_correct': True, 'timestamp': {'$numberLong': '1758918124482'}, 'time_from_start': 122833}]",1,Different Types (Group 2),125.858
sub_0fde8a24c9b1,5,2,hybrid,III = XI + IX,XIII=,['III=XII-IX'],240117,False,[],0,Different Types (Group 2),240.117
sub_d99ccdfef616,1,2,value-loose-chunk,III = IX - IV,III=IX-VI,['III=IX-VI'],69596,True,"[{'answer': 'III=IX-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1758918156788'}, 'time_from_start': 66560}]",1,Different Types (Group 2),69.596
sub_d99ccdfef616,2,2,tautological,IX = IX + IX,IX,['IX=IX=IX'],242776,False,"[{'answer': 'IX=I-IX', 'is_correct': False, 'timestamp': {'$numberLong': '1758918355504'}, 'time_from_start': 194152}, {'answer': 'IX-IX=IX', 'is_correct': False, 'timestamp': {'$numberLong': '1758918386125'}, 'time_from_start': 224773}, {'answer': 'IX=IX-X', 'is_correct': False, 'timestamp': {'$numberLong': '1758918400633'}, 'time_from_start': 239281}]",3,Different Types (Group 2),242.776
